name,version,description,lastPublished,fileCount,unpackedSize,dependenciesCount,devDependenciesCount,keywords,homepage,repositoryUrl,license,status,isFavorite,codeFileCount,docFileCount,totalLinesOfCode,entrypoints,hasTypes,techStack,id
"apify","3.5.2","The scalable web crawling and scraping library for JavaScript/Node.js. Enables development of data extraction and web automation jobs (not only) with headless Chrome and Puppeteer.","2025-11-12T15:49:26.809Z",41,422445,14,0,"apify;headless;chrome;puppeteer;crawler;scraper","https://docs.apify.com/sdk/js","https://github.com/apify/apify-sdk-js","Apache-2.0","enriched",1,20,2,7100,"{""main"":""./index.js"",""module"":""./index.mjs"",""types"":""./index.d.ts"",""exports"":""{\"".\"":{\""import\"":\""./index.mjs\"",\""require\"":\""./index.js\"",\""types\"":\""./index.d.ts\""},\""./package.json\"":\""./package.json\""}""}",true,"TypeScript","6abebc98-c37b-457f-b606-a10cffb28c7d"
"arela","4.3.0","AI-powered CTO with multi-agent orchestration, code summarization, visual testing (web + mobile) for blazing fast development.","2025-11-15T18:32:21.890Z",1123,5743220,25,11,"ai;cto;multi-agent;orchestration;windsurf;mcp;rag;code-quality;tickets;automation","https://github.com/newdara/arela#readme","https://github.com/newdara/arela","MIT","enriched",1,497,102,58592,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","84b62887-c7c0-482d-a5c9-5fa68786bdc9"
"ast-read-tools","1.0.1","AST-aware file reading and code search MCP server - Intelligent code exploration with structure understanding","2025-11-08T11:01:39.919Z",34,326372,9,5,"mcp;ast;read;grep;search;code-exploration;intelligent-reading;code-search;ast-tools;mcp-server;code-analysis;tree-sitter;babel-parser","https://github.com/orev7s/ast-read-tools#readme","https://github.com/orev7s/ast-read-tools","MIT","enriched",1,17,1,6175,"{""main"":""./build/index.js"",""types"":""./build/index.d.ts""}",true,"TypeScript","84f7365d-5b82-489c-b820-aa433ef3390e"
"auto-install","1.7.4","Auto installs dependencies as you code","2022-01-28T16:56:28.187Z",0,0,12,9,"","","","MIT","enriched",1,25,2,1409,"{""main"":""src/index.js""}",false,"","1a219f3e-1599-4ef0-9b2b-9f023206f3e9"
"based","0.0.0","A simple utility for converting numbers to different bases.","2022-01-28T16:58:08.981Z",0,0,0,0,"","","","MIT","enriched",1,2,1,23,"{""main"":""index.js""}",false,"","10e8dee1-ac90-471a-a2ed-e545e952647a"
"bc-code-intelligence-mcp","1.5.7","BC Code Intelligence MCP Server - Complete Specialist Bundle with AI-driven expert consultation, seamless handoffs, and context-preserving workflows","2025-12-05T08:41:41.394Z",753,3671437,10,9,"business-central;al-language;performance;mcp;model-context-protocol;ai-tools;github-copilot;knowledge-base;bc-code-intelligence","https://github.com/JeremyVyska/bc-code-intelligence-mcp","https://github.com/JeremyVyska/bc-code-intelligence-mcp","MIT","enriched",1,380,267,32188,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","0df36da6-7227-4c01-bbc6-a0fa161b5c58"
"bluelamp","3.0.9","BlueLamp - AI Agent Orchestration System with Production Portal Integration","2025-09-19T10:55:38.370Z",4184,61139156,7,4,"ai;claude;mcp;agents;orchestration;knowledge-injection","https://github.com/bluelamp/bluelamp#readme","https://github.com/bluelamp/bluelamp","MIT","enriched",1,2991,245,1621064,"{""main"":""lib/mcp-server/dist/index.js"",""types"":""./lib/mcp-server/dist/index.d.ts""}",true,"TypeScript","143e8121-72a7-46c2-aa19-ad54d230e844"
"boj-server","0.0.13","A simple server to execute Python, C++, and Node.js code with input/output handling.","2025-04-27T16:09:29.623Z",7,22857,4,5,"","https://github.com/codevilot/BOJ-ADDON-google-extension#readme","https://github.com/codevilot/BOJ-ADDON-google-extension","MIT","enriched",1,7,0,762,"{""main"":""dist/main.js""}",false,"TypeScript","2989e91d-fc76-4e08-b98b-42d505ec6420"
"booster","2.2.1","Booster is the ***fastest*** way to get a full-fledged REST service up and running in [nodejs](http://nodejs.org)!","2022-01-27T00:56:46.106Z",0,0,5,4,"","","","N/A","enriched",1,76,4,10026,"{""main"":""./lib/booster.js""}",false,"Express","3cb04bed-74a5-4225-a3f9-6338b48fd5c4"
"bundle","2.1.0","Bundle generator","2022-01-27T01:01:27.300Z",0,0,0,0,"","","","MIT","enriched",1,1,1,5,"{""main"":""index.js""}",false,"","44084f2d-93a3-4c53-a834-c69a1015141c"
"bundle-analyzer","0.0.6","Displays a visualization of code sizes by file based on source map information.","2022-01-26T23:15:07.083Z",0,0,3,0,"","","","N/A","enriched",1,6,2,379,"{}",false,"Express","932f1a90-5c7a-49f9-b954-22c6e8d1d861"
"bundler","0.8.0","Bundler. It is better for you to not know what it is.","2022-01-27T01:01:44.180Z",0,0,1,1,"","","","N/A","enriched",1,6,1,1098,"{""main"":""./lib/bundler.js""}",false,"","b9cd2496-7156-4c49-9b45-8fdf4b44f70c"
"claude-ai-cr","1.8.1","AI Code Review Tool based on Claude SDK - Intelligent code review with multi-language support","2025-10-30T09:48:10.567Z",115,429421,14,18,"ai;code-review;claude;anthropic;static-analysis;security;automation;cli;typescript;javascript;python;java;git","https://github.com/your-username/claude-ai-cr#readme","https://github.com/your-username/claude-ai-cr","MIT","enriched",1,54,9,6760,"{""exports"":""{\"".\"":{\""import\"":\""./dist/index.js\"",\""types\"":\""./dist/index.d.ts\""},\""./utils/Logger\"":{\""import\"":\""./dist/utils/Logger.js\"",\""types\"":\""./dist/utils/Logger.d.ts\""}}""}",true,"TypeScript","db2e7373-1e1c-4af5-ba2d-c2588dcd18e8"
"claude-cli","1.0.5","This is not the official Claude Code package","2025-06-30T20:53:52.915Z",2,578,0,0,"","https://github.com/bcherny/redirect-claude#readme","https://github.com/bcherny/redirect-claude","ISC","enriched",1,1,1,13,"{""main"":""index.js""}",false,"","3f87f1dc-ca9b-46bf-b458-ff55141071fb"
"claude-flow","2.7.41","Enterprise-grade AI agent orchestration with WASM-powered ReasoningBank memory and AgentDB vector database (always uses latest agentic-flow)","2025-12-04T16:39:13.846Z",6211,75522576,27,33,"claude;ai;agent;orchestration;mcp;workflow;automation;swarm;ruv-swarm;github;docker;enterprise;coordination;multi-agent;neural-networks;cli;tools;alpha","https://github.com/ruvnet/claude-code-flow#readme","https://github.com/ruvnet/claude-code-flow","MIT","enriched",1,4574,964,671901,"{""main"":""cli.mjs""}",true,"TypeScript;Express","12e659bb-3b1f-4afc-94d0-a1e1ab6bf38d"
"claude-flow-novice","2.18.3","AI agent orchestration framework with namespace-isolated skills, agents, and CFN Loop validation. Safe installation with ~0.01% collision risk.","2025-12-06T17:14:10.461Z",14010,187858066,27,26,"ai;agent;orchestration;multi-agent;coordination;redis;cfn-loop;skills;automation;cli;consensus;validation;docker;containers;memory-leaks;concurrent-execution;semantic-search;ruvector;vector-embeddings","https://github.com/yourusername/claude-flow-novice#readme","https://github.com/yourusername/claude-flow-novice","MIT","enriched",1,0,0,0,"{""main"":""dist/index.js""}",false,"TypeScript;Express","1d6337f2-b34e-49d6-9b87-60c23ffad1cc"
"cli","1.0.1","A tool for rapidly building command line apps","2023-07-27T20:24:25.710Z",0,0,2,0,"cli;command line;opts;parseopt;opt;args;console;argsparse;optparse;autocomplete;command;autocompletion","http://github.com/node-js-libs/cli","ssh://git@github.com/node-js-libs/cli","MIT","enriched",1,11,1,1373,"{""main"":""cli.js""}",false,"","0c5c33b1-dcb9-4adb-904a-f0cc62afe9e9"
"client","0.0.1","Continuum Bridge Raspberry Pi development package","2023-08-04T08:33:13.815Z",0,0,8,0,"","http://www.continuumbridge.com/","git://github.com/ContinuumBridge/client","BSD","enriched",1,4,1,140,"{""main"":""index.js""}",false,"","c71f091d-05fb-4d40-b066-6f14f83d2f83"
"cnpmcore","4.14.0","Private NPM Registry for Enterprise","2025-12-07T08:11:41.851Z",402,1992218,36,25,"npm;npm registry;registry","https://github.com/cnpm/cnpmcore#readme","ssh://git@github.com/cnpm/cnpmcore","MIT","enriched",1,400,1,66306,"{""main"":""./dist/app.js"",""types"":""./dist/app"",""exports"":""{\""./common/package.json\"":\""./dist/app/common/package.json\"",\""./common/*\"":{\""type\"":\""./dist/app/common\"",\""node\"":\""./dist/app/common/*.js\""},\""./core/package.json\"":\""./dist/app/core/package.json\"",\""./core/*\"":{\""type\"":\""./dist/app/core\"",\""node\"":\""./dist/app/core/*.js\""},\""./infra/package.json\"":\""./dist/app/infra/package.json\"",\""./infra/*\"":{\""type\"":\""./dist/app/infra\"",\""node\"":\""./dist/app/infra/*.js\""},\""./port/package.json\"":\""./dist/app/port/package.json\"",\""./port/*\"":{\""type\"":\""./dist/app/port\"",\""node\"":\""./dist/app/port/*.js\""},\""./repository/package.json\"":\""./dist/app/repository/package.json\"",\""./repository/*\"":{\""type\"":\""./dist/app/repository\"",\""node\"":\""./dist/app/repository/*.js\""}}""}",true,"TypeScript","108c5d8e-639e-4240-bad3-e5b0a1ca0892"
"code","5.2.4","assertion library","2025-07-11T15:26:20.251Z",0,0,1,2,"","","","BSD-3-Clause","enriched",1,2,1,503,"{""main"":""lib/index.js""}",false,"","6a87e4dd-51ce-402a-a761-af7306d654e6"
"code-cartographer","1.0.0","A CLI tool that visualizes code repository structures as interactive force-directed graphs","2025-07-03T17:44:06.920Z",36,109991,6,11,"code-analysis;visualization;dependency-graph;cli;development-tools;static-analysis","https://github.com/David-evans03/code-cartographer#readme","https://github.com/David-evans03/code-cartographer","MIT","enriched",1,22,1,2738,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","c756fd98-df73-4c93-9dad-56e933f4c17a"
"code-cli","0.0.1","code init tool","2022-01-26T17:42:16.475Z",0,0,18,0,"","","","MIT","enriched",1,10,1,417,"{""main"":""index.js""}",false,"","f446d6d1-6ba5-4cc6-8234-d5984ace054b"
"code-ui","0.1.0","一个想写就写的UI库","2022-01-27T06:39:59.438Z",8,119868,2,10,"","","","MIT","enriched",1,6,1,3982,"{""main"":""lib/code-ui.umd.min.js""}",false,"Vue","98706320-545f-4525-aade-6993c723c62a"
"codebase-index","1.0.3","CLI tool for quick summarization of JavaScript/TypeScript codebases with symbol extraction","2025-06-06T23:53:58.314Z",19,71918,7,0,"codebase;analysis;cli;typescript;javascript;exports;symbols;tree;summary;overview;ast;parser;jsx;react","https://github.com/kndlt/mini-index#readme","https://github.com/kndlt/mini-index","MIT","enriched",1,17,1,2213,"{""main"":""index.js""}",false,"","37d820e0-6810-47af-9c34-3acf19833c4c"
"codebuff-gemini","1.0.5","Codebuff is an **open-source AI coding assistant** that edits your codebase through natural language instructions. Instead of using one model for everything, it coordinates specialized agents that work together to understand your project and make precise ","2025-09-26T03:18:23.091Z",1150,125204674,30,21,"","","","Apache-2.0","enriched",1,928,47,2500850,"{}",true,"TypeScript;React","c1c6341d-f4eb-4c51-a96f-0ce1a9ed85d8"
"codeflux-analyzer","1.0.2","A CLI and library tool to scan JavaScript/TypeScript projects and detect unused files or components.","2025-10-27T09:00:19.547Z",16,42673,7,3,"cli;code-analysis;dependency-graph;unused-files;typescript;javascript;project-analyzer;react","https://github.com/varad-cli/codeFlux","https://github.com/varad-cli/codeFlux","MIT","enriched",1,15,1,1320,"{""main"":""dist/index.js""}",true,"TypeScript","5d6788f4-ffda-4885-870d-88018394ba01"
"codemind","0.1.0","Redis-powered MCP server for permanent codebase memory. Index once, query forever—across unlimited sessions.","2025-10-17T21:10:12.142Z",21,98347,12,0,"mcp;redis;code-indexing;ai-tools;model-context-protocol;code-analysis;call-graph;ast-parser;cursor;claude","https://github.com/sawairohan90/codemind#readme","https://github.com/sawairohan90/codemind","MIT","enriched",1,17,3,2653,"{""main"":""src/index.js""}",false,"","e2ebe51c-c371-4ef7-96e6-8a06f3d27f76"
"coder","0.0.0","a sdk of google coder's API","2022-03-25T00:32:11.181Z",0,0,0,0,"","","","MIT","enriched",1,1,1,15,"{""main"":""index.js""}",false,"","d9c3042b-fbdb-485c-ad94-4eb8729b4d19"
"codevault","1.8.4","AI-powered semantic code search via Model Context Protocol","2025-11-22T11:15:40.637Z",400,1131902,39,9,"mcp;model-context-protocol;ai;code-search;embeddings;vector-search;semantic-search;tree-sitter;codebase-analysis","https://github.com/shariqriazz/codevault#readme","https://github.com/shariqriazz/codevault","MIT","enriched",1,199,1,19935,"{""main"":""dist/index.js""}",true,"TypeScript","ba68e0a8-3c8f-4154-ae09-47289051644c"
"const","1.0.0","The constant function from functional programming: it takes a value and returns a function that will return that value:","2023-08-08T09:12:09.160Z",0,0,0,1,"constant;const;lift;k;K;combinator","","https://github.com/hughfdjackson/const","MIT","enriched",1,3,0,26,"{""main"":""src/const.js""}",false,"","3733d541-d345-4e84-acf9-63dfc653b353"
"content-extractor","0.1.0","Takes a text file and splits it into 2 files based on a filter","2022-01-27T17:59:31.968Z",39,192015,1,7,"","","","Apache-2.0","enriched",1,23,7,611,"{""main"":""lib/index.js"",""types"":""lib/index.d.ts""}",true,"TypeScript","757f98fe-18db-4cfb-99ed-9cd2036817e7"
"coveo-search-ui","2.10125.2","Coveo JavaScript Search Framework","2025-11-19T18:26:28.440Z",2536,228646794,12,81,"coveo;search;ui;framework;js;typescript;jssearch;jsui","https://github.com/coveo/search-ui#readme","https://github.com/coveo/search-ui","Apache-2.0","enriched",1,0,0,0,"{""main"":""./bin/js/CoveoJsSearch.js"",""types"":""./bin/ts/CoveoJsSearch.d.ts""}",true,"TypeScript","2f75b0f2-179b-46b7-9e35-362c2500ad79"
"deepcon-mcp","1.0.8","MCP server for DeepCon - AI-powered package documentation and code search","2025-11-16T03:55:56.121Z",16,20379,1,0,"mcp;model-context-protocol;claude;ai;documentation;package-search;code-search","https://deepcon.ai","https://github.com/OPACTOR-DEV/deepcon-mcp","MIT","enriched",1,12,1,555,"{""main"":""index.js""}",false,"","15a776b2-e5f8-44f3-826a-e726e93fec3d"
"deepthinking-mcp","6.1.2","Comprehensive MCP server with 21 advanced reasoning modes including meta-reasoning for strategic oversight, taxonomy classifier, enterprise security, and visual export capabilities for complex problem-solving and analysis","2025-12-02T04:59:37.637Z",5,1006597,2,11,"mcp;model-context-protocol;thinking;reasoning;sequential-thinking;shannon-thinking;physics;mathematics;tensor;deep-thinking;mathematical-reasoning;abductive-reasoning;causal-analysis;bayesian-inference;counterfactual-analysis;analogical-reasoning;causal-graphs;hypothesis-generation;probabilistic-reasoning;temporal-reasoning;game-theory;evidential-reasoning;visual-exports;mermaid-diagrams;graphviz;ascii-diagrams","https://github.com/danielsimonjr/deepthinking-mcp#readme","https://github.com/danielsimonjr/deepthinking-mcp","MIT","enriched",1,3,1,10261,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","c85dc575-8349-48ae-85e9-9659e3614ae5"
"deepv-code","1.0.225","> ✨ **DeepV Code** 是一款由 **AI大模型驱动** 的 **代码生成 Agent 终端应用**。 我们致力于打造开放、智能的代码助手，帮助开发者更高效地构建未来。 🧡 本项目为 **开源项目**，欢迎社区贡献你的奇思妙想！","2025-12-03T02:24:41.443Z",32,51667850,8,32,"ai;coding-assistant;deepv-code;cli;gemini;code-generation;ai-assistant;developer-tools","https://github.com/OrionStarAI/DeepVCode#readme","https://github.com/OrionStarAI/DeepVCode","Apache-2.0","enriched",1,9,2,415035,"{}",true,"TypeScript","930a111f-85ba-4a9d-aeca-9da02990bd50"
"dev","0.1.3","Reruns the given file whenever the current working dir subtree has modifications.","2022-01-26T19:25:42.653Z",0,0,1,0,"","","","N/A","enriched",1,3,1,225,"{}",false,"","fd0cdf89-a176-4cf2-b5f6-6702f0e87e62"
"dexto","1.3.0","<a href=""https://dexto.ai"">   <img src=""https://raw.githubusercontent.com/truffle-ai/dexto/main/.github/assets/dexto-logo.svg"" alt=""Dexto"" width=""100%"" style=""max-width: 1000px"" /> </a>","2025-11-27T12:58:42.109Z",357,2537802,37,3,"mcp;model-context-protocol;ai;cli;natural-language;openai;truffle-ai;dexto","","","Elastic-2.0","enriched",1,205,18,67461,"{}",true,"TypeScript;React;Next.js","dc1150d5-4a00-40f3-ab49-f80f60d95d12"
"directory","0.1.0","require everything in a directory","2022-03-25T01:48:46.036Z",0,0,0,2,"","","","N/A","enriched",1,12,1,152,"{}",false,"","78847aea-84d0-4e10-93f6-d0683dc6652b"
"docs-server","1.6.2","A server which is used to build one of microservices for docs system","2022-01-27T07:49:38.091Z",55,62276,8,14,"","","","MIT","enriched",1,37,2,1644,"{""main"":""dist/index.js""}",false,"TypeScript","d110ab69-7adf-41f5-91b7-b09bb9cdc7b1"
"edsger","0.9.4","AI-powered software development CLI tool with comprehensive feature management, code review, technical design, implementation, and testing capabilities using Claude Code SDK and MCP integration","2025-12-04T07:17:38.287Z",288,1149684,6,2,"cli;edsger;code-review;feature-analysis;technical-design;code-implementation;functional-testing;workflow-automation;claude;git-hooks;pre-commit;mcp;ai-development;software-automation","https://github.com/stevenzg/edsger#readme","https://github.com/stevenzg/edsger","ISC","enriched",1,287,1,38093,"{}",true,"TypeScript","31214e57-a613-4472-bb83-3a183cc9560f"
"enterprise","0.0.3","Enterprise Platform","2022-01-27T09:35:08.726Z",0,0,0,0,"","","","ISC","enriched",1,1,0,12,"{""main"":""index.js""}",false,"","a1111d3d-4e3f-422d-b301-6ddf3e351f31"
"es-jsonkit","0.1.6","A powerful and efficient JavaScript/TypeScript utility library for JSON manipulation and operations.","2025-09-16T04:32:48.271Z",27,88424,0,5,"","https://github.com/sunrabbit123/es-jsonkit#readme","https://github.com/sunrabbit123/es-jsonkit","Apache-2.0","enriched",1,17,1,1414,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts"",""exports"":""{\"".\"":\""./dist/index.js\""}""}",true,"TypeScript","69bc184d-fe01-46f4-a4c1-5e8b0d4a8246"
"expforge","1.1.7","A **.NET 9.0** CLI, built following **Clean Architecture** principles, designed to assist developers in creating **Experience Builder widgets**. This project is **open source** and aims to simplify widget creation and maintenance, reducing manual work and","2025-10-13T13:56:53.317Z",28,218800047,0,0,"","","","N/A","enriched",1,0,0,0,"{}",false,"","66fa2383-1ed7-4f74-9762-b35ea6c6ab6a"
"extension","2.1.3","Create cross-browser extensions with no build configuration.","2025-11-19T13:00:40.319Z",17,42944,12,7,"zero-config;build;develop;browser;extension;chrome extension;edge extension;firefox extension;safari extension;web;react;typescript;webextension;browser-extension;chrome-extension;firefox-addon;edge-extension;safari-web-extension;manifest-v3;mv3;cross-browser;content-script;background-script;devtools;create-extension;scaffold;starter-template;boilerplate;cli","https://extension.js.org/","https://github.com/extension-js/extension.js","MIT","enriched",1,15,1,1034,"{""main"":""./dist/cli.js"",""types"":""./dist/cli.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/cli.d.ts\"",\""import\"":\""./dist/cli.js\"",\""require\"":\""./dist/cli.js\""}}""}",true,"TypeScript","e7ea81d1-938a-4c5f-9844-99a90dc9385c"
"feqa","0.0.3","A CLI tool to help projects setup development tools (husky, eslint, prettier, commitlint)","2025-07-05T05:19:15.892Z",3,38070,4,1,"cli;husky;eslint;prettier;commitlint;development;setup","https://github.com/stevenzg/feqa#readme","https://github.com/stevenzg/feqa","MIT","enriched",1,2,1,1043,"{}",false,"","06d6a7eb-92df-4645-933b-c2f17d1b01ef"
"flow","0.2.3","Flow-JS makes it easy to express multi-step asynchronous logic in Node or the browser","2023-07-31T11:27:46.444Z",0,0,0,0,"util;functional;server;client;browser","","","N/A","enriched",1,7,1,347,"{""main"":""flow.js""}",false,"","1e9eb39c-4dcb-41f0-9963-c47d7addd3ec"
"flow-agent","1.0.1","flow-agent orchestration toolkit evolved from Claude-Flow","2025-11-14T21:27:17.881Z",5919,42377489,23,34,"claude;ai;agent;orchestration;mcp;workflow;automation;swarm;ruv-swarm;github;docker;enterprise;coordination;multi-agent;neural-networks;cli;tools;alpha","https://github.com/whrit/flow-agent#readme","https://github.com/whrit/flow-agent","MIT","enriched",1,4514,776,641517,"{""main"":""cli.mjs""}",true,"TypeScript;Express","f98b1ce3-e1d2-4f02-80ab-ca475589a616"
"forgecode","1.9.0","Code Forge CLI - an AI-powered coding assistant","2025-11-29T07:35:36.688Z",14,534278656,0,0,"code-forge;ai;assistant;cli","https://antinomy.ai/","https://github.com/antinomyhq/forge","MIT","enriched",1,0,0,0,"{}",false,"","ed84e00e-5e16-4d9f-982d-673a2fc90c69"
"fr3k","10.28.14","Universal AI CLI configuration system with Unified Pantheon framework - Auto-configure Claude Code, Gemini CLI, OpenCode with FR3K + 72 Demon-Angel pairs, dual technology patterns, Numogram analysis","2025-10-05T09:18:12.185Z",1012,34111760,10,7,"ai;cli;claude;gemini;opencode;copilot;groq;qwen;mcp;configuration;development;pantheon;demons;angels;numogram;ccru;liberation;acceleration;oracle-astral-force","https://github.com/fr3k/fr3k#readme","https://github.com/fr3k/fr3k","MIT","enriched",1,194,700,33926,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","871d6682-8e18-42a0-99ed-adf16b9f936c"
"friendly","0.0.20","A no-frills ORM that wraps your data and helps you compose objects. Define relationships between models, expand and collapse their properties, build streams and link data from multiple sources.","2022-01-27T02:12:56.965Z",0,0,4,2,"","","","MIT","enriched",1,2,2,305,"{""main"":""index.js""}",false,"","202754f4-a352-4c58-b0dd-f3ea3e6a2dd3"
"fta-cli","3.0.0","FTA (Fast TypeScript Analyzer) is a super-fast TypeScript static analysis tool written in Rust","2025-07-25T08:15:56.838Z",14,39202171,0,0,"","https://github.com/sgb-io/fta#readme","https://github.com/sgb-io/fta","MIT","enriched",1,5,2,306,"{""main"":""index.js"",""types"":""@types/fta-cli.d.ts""}",true,"TypeScript","19816394-6de2-490e-873d-0a2c1f227b6b"
"gemini","7.5.2","UI Screenshot testing utility","2025-03-10T12:39:40.253Z",87,259817,24,17,"","","","MIT","enriched",1,73,11,4715,"{""main"":""api.js""}",false,"","0acfa531-2549-4540-b92d-4b22b9999888"
"generator","1.0.1","Project bootstrapping with an emphasis on simplicity.","2022-05-20T05:17:53.269Z",0,0,7,2,"template;scaffold;scaffolding;bootstrap;utility","https://github.com/thisandagain/generator","https://github.com/thisandagain/generator","MIT","enriched",1,13,7,303,"{""main"":""./lib/index.js""}",false,"","93bcd3f1-a1a2-445b-96bf-c16d39b5f8e2"
"github-pr-automation","0.5.2","MCP server and CLI for automated GitHub PR management, review resolution, and workflow optimization","2025-10-28T23:55:23.154Z",291,1342224,5,13,"mcp;mcp-server;model-context-protocol;github;pull-request;automation;ci;pr-management;code-review;workflow-optimization;claude;ai-tools;github-api;pull-request-automation","https://github.com/jmalicki/github-pr-automation-mcp#readme","https://github.com/jmalicki/github-pr-automation-mcp","MIT","enriched",1,181,31,29459,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","8b39f208-1e49-4ce8-8055-c3ad3c8770da"
"happy-coder","0.11.2","Mobile and Web client for Claude Code and Codex","2025-10-13T06:02:41.564Z",43,225662006,29,13,"","https://github.com/slopus/happy-cli","https://github.com/slopus/happy-cli","MIT","enriched",1,0,0,0,"{""main"":""./dist/index.cjs"",""module"":""./dist/index.mjs"",""types"":""./dist/index.d.cts"",""exports"":""{\"".\"":{\""require\"":{\""types\"":\""./dist/index.d.cts\"",\""default\"":\""./dist/index.cjs\""},\""import\"":{\""types\"":\""./dist/index.d.mts\"",\""default\"":\""./dist/index.mjs\""}},\""./lib\"":{\""require\"":{\""types\"":\""./dist/lib.d.cts\"",\""default\"":\""./dist/lib.cjs\""},\""import\"":{\""types\"":\""./dist/lib.d.mts\"",\""default\"":\""./dist/lib.mjs\""}},\""./codex/happyMcpStdioBridge\"":{\""require\"":{\""types\"":\""./dist/codex/happyMcpStdioBridge.d.cts\"",\""default\"":\""./dist/codex/happyMcpStdioBridge.cjs\""},\""import\"":{\""types\"":\""./dist/codex/happyMcpStdioBridge.d.mts\"",\""default\"":\""./dist/codex/happyMcpStdioBridge.mjs\""}}}""}",true,"React;TypeScript","4ae759f0-b9f9-4f9b-a5de-694437eb2a64"
"haxordos","1.0.1","<div align=""center"">   <a href=""https://www.npmjs.com/package/haxordos"" title=""npm version"">     <img src=""https://img.shields.io/npm/v/haxordos?color=brightgreen&style=for-the-badge"" alt=""npm version"">   </a>   <a href=""https://www.npmjs.com/package/haxo","2025-11-09T01:36:01.160Z",9,788372,10,0,"ddos;Dos;ddos-attack;stresser;booter;dos-attack;layer7;http-flood;web-stress;haxorDos","","","CC-BY-NC-ND-4.0","enriched",1,7,2,23914,"{""main"":""index.js""}",false,"","ee36895e-0fbc-4fea-b71d-7e5c9d8d578e"
"hexam","1.0.2-pre.50","No description available.","2025-11-10T05:48:49.142Z",40,77985,16,6,"hexam;microfrontends","","","MPL-2.0","enriched",1,38,1,2603,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript","45a0cd77-5546-4acd-909b-6f0ac928df33"
"ide","1.0.0","Koding's IDE","2022-01-27T07:02:00.055Z",0,0,2,0,"","","","MIT","enriched",1,1,1,21,"{""main"":""index.coffee""}",false,"","dd3af5ad-7b32-4460-a960-983932b4812f"
"ids-enterprise","4.109.15","Infor Design System (IDS) Enterprise Components for the web","2025-11-06T17:51:18.045Z",387,86969498,0,0,"infor design system;infor design system enterprise","https://oxford.awsdev.infor.com/infor-design/enterprise","ssh://git@oxfordssh.awsdev.infor.com:7999/infor-design/enterprise","Apache-2.0","enriched",1,371,1,1965269,"{""main"":""dist/js/sohoxi.js""}",false,"","c302cac2-4aa6-43f7-ab4b-c884cefc172f"
"ignorant","2.0.2","Pre-compile OOP inheritance into standalone, dependency-free classes. Flatten class hierarchies at build time for simplified distribution.","2025-10-25T19:57:29.355Z",13,98984,6,0,"inheritance;class;flatten;inline;build-tool;ast;compiler;oop;extends;transform;standalone;dependency-free;code-generation","https://catpea.github.io/ignorant","https://github.com/catpea/ignorant","MIT","enriched",1,9,4,2689,"{""main"":""index.js"",""module"":""index.js""}",false,"","389303b4-c845-4e75-b6c8-89c1756d28ff"
"in-memoria","0.6.0","Persistent intelligence infrastructure for agentic development","2025-11-12T15:06:01.755Z",116,989330,10,6,"mcp;mcp-server;model-context-protocol;ai;ai-assistant;codebase-intelligence;code-analysis;semantic-search;pattern-learning;developer-tools;claude;copilot","","","MIT","enriched",1,57,1,18543,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","4bb9567b-6885-49cc-b0d4-2328a33fd1a3"
"installer","0.0.1","template vm","2022-03-25T23:33:33.438Z",0,0,3,2,"","","","N/A","enriched",1,12,4,1249,"{""main"":""./lib/index.js""}",false,"","f43f743a-3eeb-4846-bae9-e8d28c3086b7"
"js","0.1.0","A better `node -p`.","2022-03-26T00:03:46.616Z",0,0,1,0,"","","","N/A","enriched",1,1,2,7,"{}",false,"","ac0b3751-00d4-41aa-8887-712dba3d7612"
"jsonkit","0.3.2","Tool set for JSON object","2022-01-26T23:10:27.139Z",0,0,0,6,"","","","N/A","enriched",1,9,1,888,"{""main"":""jsonkit.js""}",false,"","f63a8873-a77d-4c17-8040-699eb09333f0"
"jtmetrics","1.0.0","JTMetrics is a lightweight and extensible library for calculating code metrics in JavaScript and TypeScript repositories.","2025-11-09T22:57:17.721Z",95,452325,2,3,"modular;metrics;code-analysis;JavaScript;TypeScript;AST;modularity;code-quality;maintenance;framework;JTMetrics;analysis","https://github.com/danielzazzali/JTMetrics#readme","https://github.com/danielzazzali/JTMetrics","N/A","enriched",1,83,9,14273,"{""main"":""src/index.js""}",false,"TypeScript","475df68e-f854-47e7-a4a9-d7673c9b7b48"
